Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Hauerverzierter Steppteppich,0,0,0,12193,0,0,131,4,1,6938200,7443315,5,258664,1,0,1938,0,0,0
Kleiner Steppteppich,0,0,0,12194,0,0,131,4,1,6938201,7443291,3,258665,1,0,1939,0,0,0
Astrales Rohrsegment,0,0,0,12195,0,0,3,1,1,7280639,7443303,3,258666,1,10,1940,2,0,0
Astrales Winkelrohrsegment,0,0,0,12196,0,0,3,1,1,7280677,7443307,5,258667,1,10,1941,2,0,0
Langes astrales Rohrsegment,0,0,0,12197,0,0,3,1,1,7280685,7443299,5,258668,1,10,1942,2,0,0
Astrales Eckrohrsegment,0,0,0,12198,0,0,3,1,1,7280687,7443311,5,258669,1,10,1943,2,0,0
Leere Holzbadewanne,0,0,0,12199,0,0,3,1,1,7387380,7443283,3,258670,1,0,1944,1,0,0
Prächtiger Anhänger von Rukhmar,0,0,0,12200,0,0,2,1,1,965917,7445484,1,258740,1,10,1945,3,0,0
Schriften von Reshad dem Ausgestoßenen,0,0,0,12201,0,0,3,1,1,968336,7445496,1,258741,1,10,1946,2,0,0
Schriftrolle des Jüngers,0,0,0,12202,0,0,131,1,1,968424,7445494,1,258742,1,10,1947,0,0,0
Alchemiewerkzeuge der Arakkoa,0,0,0,12203,0,0,3,1,1,968980,7445480,3,258743,1,10,1948,2,0,0
Runder Tisch der Himmelsnadel,0,0,0,12204,0,0,131,1,1,971695,7445500,5,258744,1,10,1949,0,0,0
Hohes Bibliotheksregal der Arakkoa,0,0,0,12205,0,0,3,1,1,7277023,7445508,3,258745,1,10,1950,2,0,0
Hohes Alchemistenregal der Arakkoa,0,0,0,12206,0,0,130,1,1,7277024,7445512,3,258746,1,10,1951,0,0,0
Hohes Regal der Arakkoa,0,0,0,12207,0,0,131,1,1,7277025,7445504,3,258747,1,10,1952,0,0,0
"Statue ""Aufsteigender Ruhm von Rukhmar""",0,0,0,12208,0,0,130,1,1,7277026,7445516,5,258748,1,10,1953,2,0,0
Unverderbtes Auge von Terokk,0,0,0,12209,0,0,3,1,1,1113349,7445488,1,258749,1,10,1954,2,0,0
Fenster von Möbelmaat,0,0,0,12210,0,0,2,2,1,1668010,7446457,3,258765,1,10,1955,2,0,0
Freiliegendes astrales Eckrohrsegment,0,0,0,12211,0,0,2,1,1,7280678,7446445,5,258766,1,10,1956,2,0,0
Freiliegendes langes astrales Rohrsegment,0,0,0,12212,0,0,2,1,1,7280680,7445522,5,258767,1,10,1957,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Storage_Urn03.m2,0,0,0,12213,0,0,131,1,1,6654761,7443279,1,258813,1,0,1958,0,0,0
[DNT] [AUTOGEN] 12PH_Folk_Bench_Long01.m2,0,0,0,12214,0,613326,131,1,1,7338174,7446755,1,258818,1,0,1959,0,0,0
[DNT] [AUTOGEN] 12PH_Folk_Crate02.m2,0,0,0,12215,0,0,131,1,1,7338177,7446756,1,258819,1,0,1960,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Incense02.m2,0,0,0,12216,0,0,131,1,1,7440990,7440985,1,258823,1,0,1961,0,0,0
Freiliegendes astrales Rohrkreuzungssegment,0,0,0,12217,0,0,2,1,1,7280634,7446453,5,258835,1,10,1962,2,0,0
Verstärktes astrales Eckrohrsegment,0,0,0,12218,0,0,2,1,1,7280686,7446955,5,258836,1,10,1963,2,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Furniture_Shelf01.m2,0,0,0,12219,0,0,131,3,1,6326895,7447004,1,258837,1,0,1964,0,0,0
Freiliegendes astrales Winkelrohrsegment,0,0,0,12220,0,0,2,1,1,7280676,7446449,5,258885,1,10,1965,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Brazier01.m2,0,0,0,12221,0,0,131,1,1,6654752,7447708,1,258886,1,0,1966,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_HangingRope01_NoAnim.m2,0,0,0,12222,0,0,131,3,1,6693140,7447716,1,258887,1,0,1967,0,0,0
Pilzbrunnen des üppigen Gartens,0,0,0,12223,0,0,131,1,1,7096216,7439721,5,258888,1,0,1968,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Brazier01_Unlit.m2,0,0,0,12224,0,0,131,1,1,7109401,7447712,1,258889,1,0,1969,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_StoneAltar01.m2,0,0,0,12225,0,0,129,1,1,6654754,7448054,1,258906,1,0,1970,0,0,0
Sandsack der Kampfgilde,0,0,0,12263,0,0,3,1,1,7434011,7435567,3,259071,1,10,1990,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack02.m2,0,0,0,12284,0,0,131,3,1,6654714,7452935,1,259284,1,0,1995,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_Rug02.m2,0,0,0,12285,0,0,131,4,1,6654731,7452936,1,259285,1,0,1996,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack09.m2,0,0,0,12286,0,0,131,3,1,6684003,7452937,1,259286,1,0,1997,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack10.m2,0,0,0,12287,0,0,131,3,1,6684004,7452938,1,259288,1,0,1998,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy02.m2,0,0,0,12419,0,0,129,1,1,6654757,7454944,1,259458,1,0,2000,0,0,0
Aufgerolltes Leder der Klingenschlucht,0,0,0,12453,0,0,131,1,1,6938189,7435573,1,259464,1,0,2001,0,0,0
Tiefhängende Seile der Klingenschlucht,0,0,0,12454,0,0,131,1,1,6938202,7455196,1,259465,1,0,2002,0,0,0
Geknotete hängende Seile der Klingenschlucht,0,0,0,12455,0,0,131,3,1,6938203,7455174,1,259466,1,0,2003,0,0,0
Hauerbewehrte hängende Seile der Klingenschlucht,0,0,0,12456,0,0,131,3,1,6938204,7455182,1,259467,1,0,2004,0,0,0
Schlichte hängende Seile der Klingenschlucht,0,0,0,12457,0,0,131,3,1,6938205,7455186,1,259468,1,0,2005,0,0,0
Verzierte hängende Seile der Klingenschlucht,0,0,0,12458,0,0,131,3,1,6938206,7455178,3,259469,1,0,2006,0,0,0
Leicht verzierte hängende Seile der Klingenschlucht,0,0,0,12459,0,0,131,3,1,6938207,7455190,3,259470,1,0,2007,0,0,0
"Antlitz von Akil'zon, Loa des Sieges",0,0,0,14204,0,0,3,2,1,6866516,7462230,1,260202,1,10,2014,2,0,0
Bücherregal aus Valdrakken,0,0,0,14330,0,0,3,1,1,6431406,7423587,5,260359,1,10,2047,2,0,0
Großer Heuhaufen des Klingenschluchtbauern,0,0,0,14346,0,0,131,1,1,6938196,7466534,5,260486,1,0,2054,0,0,0
Heuhaufen des Klingenschluchtbauern,0,0,0,14347,0,0,129,1,1,6938197,7466530,5,260487,1,0,2055,0,0,0
Kleiner Heuhaufen des Klingenschluchtbauern,0,0,0,14348,0,0,129,1,1,6938198,7466526,3,260488,1,0,2056,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy07.m2,0,0,0,14349,0,0,129,1,1,6780549,7465238,1,260513,1,0,2057,0,0,0
"Antlitz von Nalorakk, Loa des Krieges",0,0,0,14350,0,0,3,2,1,6866514,7473115,1,260514,1,10,2058,2,0,0
"Antlitz von Halazzi, Loa der Jagd",0,0,0,14351,0,0,3,2,1,6866515,7473117,1,260515,1,10,2059,2,0,0
"Antlitz von Jan'alai, Loa des Feuers",0,0,0,14352,0,0,3,2,1,6866517,7473118,1,260516,1,10,2060,2,0,0
[DNT] [AUTOGEN] 12PH_Leg_6HU_BLACKSMITH_FORGE03.m2,0,0,0,14353,0,0,129,1,1,7141953,7473133,1,260517,1,0,2061,0,0,0
Kohlenpfanne von Elune,0,0,0,14358,0,0,3,1,1,1108732,7474391,3,260581,1,10,2062,3,0,0
Käfig des Kartellsammlers,0,0,0,14359,0,0,3,1,1,3565798,7474385,3,260582,1,10,2063,2,0,0
Barregale der Arathi,0,0,0,14360,0,0,3,1,1,4892782,7474403,5,260583,1,10,2064,2,0,0
Nachbildung: Buchband der Toten,0,0,0,14361,0,0,3,1,1,7474233,7474387,3,260584,1,10,2065,3,0,0
"Schatz""haufen des Kobolds",0,0,0,14379,0,0,3,1,1,1255019,7474799,3,260698,1,10,2066,2,0,0
Maldraxxische Runentafel,0,0,0,14380,0,0,3,1,1,3038200,7476049,5,260699,1,10,2067,2,0,0
Gobchanischer Schrotthaufen,0,0,0,14381,0,0,3,1,1,5689810,7474801,3,260700,1,10,2068,2,0,0
Rotes Klingenschluchtkraut,0,0,0,14382,0,0,3,1,1,6024875,7476055,1,260701,1,0,2069,1,0,0
Trockene Grasfläche der Klingenschlucht,0,0,0,14383,0,0,3,1,1,6067033,7476056,1,260702,0.6,0,2070,1,0,0
Allianzfußmatte,0,0,0,14432,0,0,3,4,1,7476387,7476409,1,260727,1,0,2078,2,0,0
Hordenfußmatte,0,0,0,14433,0,0,3,4,1,7476388,7476413,1,260728,1,0,2079,2,0,0
Marktbude der Ungekrönten,0,0,0,14461,0,0,2,1,1,1345395,7474399,5,260776,1,10,2085,3,0,0
Das Dunkle Portal,0,0,0,14467,0,0,3,1,1,7476464,7476679,5,260785,1,0,2090,2,0,0
Kristallkronleuchter der Draenei,0,0,0,14553,0,0,2,3,1,538415,7433586,3,262347,0.4,10,2105,2,0,0
[DNT] [AUTOGEN] 12VE_VoidElf_Decor_Rugs01.m2,0,0,0,14554,0,0,131,1,1,6700982,7478619,3,262351,1,0,2106,0,0,0
Üppiger Telogrusteppich,0,0,0,14555,0,0,3,4,1,6700983,7478620,3,262352,1,10,2107,2,0,0
[DNT] [AUTOGEN] 12VE_VoidElf_Decor_Rugs03.m2,0,0,0,14556,0,0,131,1,1,6700984,7478621,5,262353,1,0,2108,0,0,0
Rissstein,0,0,0,14557,0,0,3,1,1,6700987,7478622,1,262354,1,10,2109,2,0,0
Entropisches Leuchtmittel,0,0,0,14558,0,0,2,1,1,6701005,7478346,3,262355,1,10,2110,2,0,0
Konservierungsmittel der Haranir,0,0,0,14559,0,0,3,1,1,6796712,7478625,1,262356,1,10,2111,2,0,0
Geprägter Fellteppich der Sin'dorei,0,0,0,14579,0,0,3,4,1,6005302,7480248,5,262449,1,10,2112,2,0,0
Verzauberter Besen,0,0,0,14580,0,0,3,1,1,6024551,7479476,3,262450,1,10,2113,2,0,0
Vergoldeter Amboss aus Silbermond,0,0,0,14581,0,0,3,1,1,6033614,7479448,3,262451,1,10,2114,2,0,0
Meisterhafter Handwerkshammer,0,0,0,14582,0,0,3,1,1,6033619,7479464,1,262452,1,10,2115,2,0,0
Heimlicht-Armillarsphäre,0,0,0,14583,0,627049,34,1,1,6033622,7480252,5,262453,1,0,2116,3,0,0
Leuchtendes Stundenglas der Sin'dorei,0,0,0,14584,0,0,3,1,1,6033623,7480254,1,262454,1,10,2117,2,0,0
Quell des schimmernden Wassers,0,0,0,14585,0,0,3,1,1,6033624,7479480,1,262455,1,10,2118,2,0,0
Dekorative Halterung aus Silbermond,0,0,0,14586,0,0,3,2,1,6209622,7479452,3,262456,1,10,2119,2,0,0
Vergoldete Halterung aus Silbermond,0,0,0,14587,0,0,3,2,1,6209623,7479456,3,262457,1,10,2120,2,0,0
Belebte Hacke der Sin'dorei,0,0,0,14588,0,0,3,1,1,6427291,7479468,1,262458,1,10,2121,2,0,0
Belebter Hammer der Sin'dorei,0,0,0,14589,0,0,3,1,1,6427292,7479492,1,262459,1,10,2122,2,0,0
Amboss der Ren'dorei,0,0,0,14590,0,0,3,1,1,6700980,7479460,3,262460,1,10,2123,2,0,0
Schattenhafte Amillarsphäre der Ren'dorei,0,0,0,14591,0,0,3,1,1,6700985,7480260,5,262461,1,10,2124,2,0,0
Tintenfass aus dunkler Leere,0,0,0,14592,0,0,3,1,1,6700986,7480261,1,262462,1,10,2125,2,0,0
Aschefass aus kosmischer Leere,0,0,0,14593,0,0,3,1,1,6700988,7480262,1,262463,1,10,2126,2,0,0
Schwebender leerenberührter Foliant,0,0,0,14594,0,0,3,1,1,6700989,7480263,1,262464,1,10,2127,2,0,0
Sterngucker der Ren'dorei,0,0,0,14595,0,0,3,1,1,6700990,7479496,3,262465,1,10,2128,2,0,0
Leerenelfentisch,0,0,0,14596,0,0,3,1,1,6700998,7480264,5,262466,1,10,2129,2,0,0
Runder Leerenelfentisch,0,0,0,14597,0,0,3,1,1,6700999,7480265,3,262467,1,10,2130,2,0,0
Postarchiv der Ren'dorei,0,0,0,14598,0,629252,3,1,1,6861008,7479484,5,262468,1,10,2131,2,0,0
Glänzende Phönixharfe,0,0,0,14599,0,0,3,1,1,6929052,7480266,5,262469,1,10,2132,2,0,0
Verzauberter Foliant thalassischer Magie,0,0,0,14600,0,0,3,1,1,7009238,7479472,1,262470,1,10,2133,3,0,0
Juwelenbesetzte Lyra der Sin'dorei,0,0,0,14601,0,0,3,1,1,7050760,7480272,1,262471,1,10,2134,2,0,0
Kosmischer Kessel,0,0,0,14602,0,0,131,1,1,7412672,7480273,1,262472,1,10,2135,2,0,0
Kosmischer Kelch,0,0,0,14603,0,0,131,1,1,7412673,7480278,1,262473,1,10,2136,2,0,0
Einfacher Tisch der Haranir,0,0,0,14615,0,0,131,1,1,5163362,7483237,5,262589,1,10,2137,2,0,0
Wurzelflammenlagerfeuer,0,0,0,14616,0,0,2,1,1,4928309,7479488,3,262590,1,10,2138,2,0,0
Luxuriöses Silbermondsitzpolster,0,0,0,14617,0,616706,3,1,1,6050843,7483238,1,262591,1,10,2139,2,0,0
Vornehmes Bett aus Silbermond,0,0,0,14618,0,0,3,1,1,6050852,7483239,5,262592,1,10,2140,2,0,0
Schickes Kissen aus Silbermond,0,0,0,14619,0,0,3,1,1,6050855,7483241,1,262593,1,10,2141,2,0,0
Heimeliges Regal der Sin'dorei,0,0,0,14620,0,0,3,1,1,6050872,7483242,5,262594,1,10,2142,2,0,0
Heimelige Wandregale,0,0,0,14621,0,0,3,2,1,6050877,7483243,3,262595,1,10,2143,2,0,0
Vergoldetes Buch von Immersang,0,0,0,14622,0,0,3,1,1,6074149,7483244,1,262597,1,10,2144,2,0,0
Geöffnete Schriftrolle der Sin'dorei,0,0,0,14623,0,0,3,1,1,6103388,7483245,1,262598,1,10,2145,2,0,0
Gardinen aus Silbermond,0,0,0,14624,0,0,3,2,1,6209625,7483246,5,262599,1,10,2146,2,0,0
Bestickter Haranirteppich,0,0,0,14625,0,0,3,4,1,6310375,7483247,5,262600,1,10,2147,2,0,0
Wild hängende Schriftrolle,0,0,0,14626,0,0,3,2,1,6326918,7483248,5,262601,1,10,2148,2,0,0
Warpkugel der Ren'dorei,0,0,0,14627,0,0,2,1,1,6404236,7479504,5,262602,1,10,2149,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_Rug01.m2,0,0,0,14628,0,0,131,1,1,6654730,7466514,5,262603,1,0,2150,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_CampFire01.m2,0,0,0,14629,0,0,129,1,1,6654747,7483252,5,262604,1,0,2151,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_CampFire_Unlit01.m2,0,0,0,14630,0,0,129,1,1,6654748,7483253,5,262605,1,0,2152,0,0,0
Schwelende Energieschmiede,0,0,0,14631,0,616707,131,1,1,6700978,7483254,3,262606,1,10,2153,2,0,0
Leerenelfenthron,0,0,0,14632,0,616709,3,1,1,6701000,7483255,3,262607,1,10,2154,2,0,0
Leerenelfenhocker,0,0,0,14633,0,616710,3,1,1,6701001,7483256,1,262608,1,10,2155,2,0,0
Schwebende Leerenelfenlaterne,0,0,0,14634,0,0,2,1,1,6701006,7483257,1,262609,1,10,2156,2,0,0
[DNT] [AUTOGEN] 12VE_VoidElf_Ritual_MagicObject01.m2,0,0,0,14635,0,0,131,1,1,6701008,7483258,3,262610,1,0,2157,0,0,0
Satteltasche des Leerenschreiters,0,0,0,14636,0,0,3,1,1,6701013,7483259,1,262611,1,10,2158,2,0,0
Stabiles Fass der Ren'dorei,0,0,0,14637,0,0,3,1,1,6701016,7483260,3,262612,1,10,2159,2,0,0
Nachbildung: Wandbild der Haranir,0,0,0,14638,0,0,3,1,1,6715097,7483261,5,262613,1,10,2160,2,0,0
Runenstein von Harandar,0,0,0,14639,0,0,3,1,1,6796710,7483262,3,262614,1,10,2161,2,0,0
Phönixfederkiel der Sin'dorei,0,0,0,14640,0,0,3,1,1,6935637,7483279,1,262615,1,10,2162,2,0,0
Federkiel des lebhaften Komponisten,0,0,0,14641,0,0,3,1,1,6935640,7483280,1,262616,1,10,2163,2,0,0
Fertigungsrahmen der Ren'dorei,0,0,0,14642,0,0,3,1,1,6980931,7479508,3,262617,1,10,2164,2,0,0
Leerenprojektor der Ren'dorei,0,0,0,14643,0,0,2,1,1,7119312,7483284,1,262618,1,10,2165,2,0,0
Nachbildung: Schmiede des tosenden Bergs,0,0,0,14644,0,0,3,1,1,7483166,7483358,5,262619,1,10,2166,3,0,0
Schwebelampe der Kyrianer,0,0,0,14676,0,0,2,1,1,2991599,7434600,3,262663,1,10,2167,2,0,0
"Vollständige Einführung in K'areshiwickel, Band 11",0,0,0,14677,0,0,3,1,1,5916219,7487138,1,262664,1,10,2168,2,0,0
Holokristallprojektor der K'areshi,0,0,0,14678,0,0,3,1,1,6380241,7487134,1,262665,1,10,2169,2,0,0
Räuchergefäß der K'areshi,0,0,0,14679,0,0,3,1,1,6380243,7487142,1,262666,1,10,2170,2,0,0
Schwurwaage,0,0,0,14680,0,0,3,1,1,6380244,7487030,1,262667,1,10,2171,2,0,0
Kleine Telogruslampe,0,0,0,14730,0,0,2,1,1,5661242,7479512,1,262789,1,10,2172,2,0,0
Erholsame Bronzebank,0,0,0,14731,0,617071,3,1,1,5915398,7483334,3,262790,1,10,2173,2,0,0
Glühender Pfosten des Konsortiums,0,0,0,14793,0,0,3,1,1,5916223,7490314,3,262884,1,10,2174,2,0,0
[DNT] [AUTOGEN] 12TR_Amani_Cooking_Skewer01.m2,0,0,0,14795,0,0,131,1,1,6125168,7490348,0,262895,1,0,2175,0,0,0
[DNT] [AUTOGEN] 12TR_Amani_Cooking_Skewer02.m2,0,0,0,14796,0,0,131,1,1,6125169,7490354,0,262900,1,0,2176,0,0,0
[DNT] [AUTOGEN] 12TR_Amani_Ritual_LoaShrine_Lynx01.m2,0,0,0,14797,0,0,129,1,1,6153810,7489646,5,262901,1,0,2177,0,0,0
[DNT] [AUTOGEN] 12TR_Amani_Ritual_LoaShrine_Eagle01.m2,0,0,0,14798,0,0,129,1,1,6153811,7489642,5,262903,1,0,2178,0,0,0
Amboss aus Harandar,0,0,0,14799,0,0,3,1,1,6310371,7490397,5,262906,1,10,2179,2,0,0
Wasserpfeife aus Tazavesh,0,0,0,14800,0,0,3,1,1,6323399,7490402,1,262907,1,10,2180,3,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy01.m2,0,0,0,14801,0,0,129,1,1,6654756,7455159,5,262910,1,0,2181,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy03.m2,0,0,0,14802,0,0,129,1,1,6683996,7434613,5,262912,1,0,2182,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy06.m2,0,0,0,14803,0,0,129,1,1,6780548,7465232,3,262923,1,0,2183,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy08.m2,0,0,0,14804,0,0,129,1,1,6780550,7448834,3,262929,1,0,2184,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Effigy10.m2,0,0,0,14805,0,0,129,1,1,6780552,7434620,3,262930,1,0,2185,0,0,0
Zerfleddertes Vorhutbanner,0,0,0,14806,0,0,3,1,1,7115753,7489657,5,262957,1,10,2186,3,0,0
[DNT] [AUTOGEN] 12PH_Folk_Chair_Exterior01.m2,0,0,0,14807,0,617227,131,1,1,7338173,7491426,1,262962,1,0,2187,0,0,0
Wimpel der Haranir,0,0,0,14808,0,0,3,2,1,4732017,7491751,5,263019,1,10,2188,2,0,0
Zauberschutz der Shul'ka,0,0,0,14809,0,0,3,1,1,4732018,7491752,5,263020,1,10,2189,2,0,0
Grünfläche der Nebelwaldsenke,0,0,0,14810,0,0,3,1,1,6717243,7491903,1,263021,1,0,2190,1,0,0
Grasfleck der Nebelwaldsenke,0,0,0,14811,0,0,3,1,1,6717244,7491904,3,263022,1,0,2191,1,0,0
Grünfläche der Gründerspitze,0,0,0,14812,0,0,3,1,1,6799068,7491905,1,263023,1,0,2192,1,0,0
Grasfleck der Gründerspitze,0,0,0,14813,0,0,3,1,1,6799069,7491906,3,263024,1,0,2193,1,0,0
Stabile Weinpresse,0,0,0,14814,0,0,3,1,1,7487232,7491910,5,263025,1,0,2194,1,0,0
Barrikade des Raufbolds,0,0,0,14815,0,0,3,1,1,378577,7489638,5,263026,0.55,10,2195,2,0,0
Mystische Kohlenpfanne des Dunkelmeisters,0,0,0,14816,0,0,2,1,1,203845,7428102,3,263027,1,10,2196,2,0,0
Verdrehte Seilrolle,0,0,0,14817,0,0,3,1,1,6938188,7489653,1,263031,1,0,2197,0,0,0
[DNT] [AUTOGEN] 12PH_Durotar_Structure_FishingNet01.m2,0,0,0,14818,0,0,129,1,1,6938208,7466538,5,263032,1,0,2198,0,0,0
[DNT] [AUTOGEN] 12PH_Leg_12BE_BloodElf_Structure_Statue02.M2,0,0,0,14819,0,0,131,1,1,7476199,7489669,5,263033,1,0,2199,0,0,0
Prächtiges turmhohes Bücherregal,0,0,0,14820,0,0,3,1,1,7476200,7489661,5,263034,1,10,2200,2,0,0
[DNT] [AUTOGEN] 12PH_Leg_12BE_BloodElf_Decor_DraperySet01_Small.M2,0,0,0,14821,0,0,131,3,1,7476201,7489665,5,263035,1,0,2201,0,0,0
Hängende Morgenblüte,0,0,0,14822,0,0,3,3,1,4732009,7491984,3,263036,1,10,2202,2,0,0
Nachbildung: Wey'nans Zauberschutz,0,0,0,14823,0,0,3,3,1,4732015,7491964,1,263037,1,10,2203,2,0,0
Geneigtes Bett der Haranir,0,0,0,14824,0,0,2,1,1,4899957,7492012,5,263038,1,10,2204,2,0,0
Blühende Lampe aus Harandar,0,0,0,14825,0,0,3,1,1,4905308,7491976,5,263039,1,10,2205,2,0,0
[DNT] 11WE_WildElves_Lighting_Campfire01_off.m2 - DO NOT USE - no off lights,0,0,0,14826,0,0,131,1,1,6215622,7491980,100,263040,1,0,2206,0,0,0
Nachbildung: Wurzel der Welt,0,0,0,14827,0,0,3,2,1,6252867,7491968,5,263041,1,10,2207,2,0,0
Wurzellichtlaternenmast,0,0,0,14828,0,0,3,1,1,6252874,7491988,3,263042,1,10,2208,2,0,0
Energiefass des Konsortiums,0,0,0,14829,0,0,2,1,1,192556,7487144,1,263043,1,10,2209,2,0,0
Leeres Energiefass des Konsortiums,0,0,0,14830,0,0,2,1,1,192557,7487152,1,263044,1,10,2210,2,0,0
Energiesammler des Konsortiums,0,0,0,14831,0,0,2,1,1,192562,7491948,3,263045,1,10,2211,3,0,0
Energiekiste des Konsortiums,0,0,0,14832,0,0,2,1,1,192563,7487162,1,263046,1,10,2212,2,0,0
Leere Energiekiste des Konsortiums,0,0,0,14833,0,0,2,1,1,192564,7487164,1,263047,1,10,2213,2,0,0
Energiebanner des Konsortiums,0,0,0,14834,0,0,2,1,1,192576,7491940,5,263048,1,10,2214,2,0,0
Laterne der Ren'dorei,0,0,0,14835,0,0,2,1,1,6210884,7479500,5,263049,1,10,2215,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Cup02.m2,0,0,0,14836,0,0,131,1,1,6654710,7491890,1,263050,1,0,2216,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Cup03.m2,0,0,0,14837,0,0,131,1,1,6654711,7491886,1,263051,1,0,2217,0,0,0
Geliebter Plüschlöwe,0,0,0,14838,0,0,1283,1,1,7484415,7491880,1,263052,1,0,2218,2,0,0
Geliebter Plüschwolf,0,0,0,14839,0,0,1283,1,1,7484418,7491882,1,263053,1,0,2219,2,0,0
Leuchtrankenwandleuchte aus Harandar,0,0,0,14965,0,0,3,2,1,4927951,7493639,5,263194,1,10,2220,2,0,0
Leuchtrankenlaternenmast aus Harandar,0,0,0,14967,0,0,3,1,1,5264290,7493645,5,263195,1,10,2221,2,0,0
Leuchtrankenlaterne aus Harandar,0,0,0,14968,0,0,3,1,1,6252873,7493635,1,263196,1,10,2222,2,0,0
[DNT] [AUTOGEN] 12PH_Leg_11WE_WildElves_Special_Mural05.M2,0,0,0,14969,0,0,129,1,1,7492720,7489673,5,263197,1,0,2223,0,0,0
Waffenregal aus Silbermond,0,0,0,14970,0,0,3,1,1,6005301,7493728,3,263203,1,10,2224,2,0,0
Purpurroter Läufer aus Silbermond,0,0,0,14971,0,0,2,4,1,6024549,7493722,1,263205,1,10,2225,2,0,0
Pflaumenfarbener Immersangteppich,0,0,0,14972,0,0,3,4,1,6024550,7493724,3,263206,1,10,2226,2,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Decor_PlanterFloating01.m2,0,0,0,14975,0,0,131,1,1,6025925,7493712,0,263209,1,0,2227,0,0,0
Vergoldeter Becher von Immersang,0,0,0,14977,0,0,3,1,1,6025940,7493732,1,263211,1,10,2228,2,0,0
Gemütliches Kissen des Weltenwanderers,0,0,0,14978,0,0,3,1,1,6050842,7493736,1,263212,1,10,2229,2,0,0
Vergoldeter Lichtholzkleiderschrank,0,0,0,14979,0,0,2,1,1,6050856,7493740,3,263216,1,10,2230,2,0,0
Vergoldetes himmelblaues Wandtuch,0,0,0,14985,0,0,3,3,1,6209639,7493651,3,263223,1,10,2231,2,0,0
Sanft schwebender Blumentopf,0,0,0,14995,0,0,3,1,1,6998409,7493716,1,263224,1,10,2232,2,0,0
Sonnenbeschienener Glasspiegel,0,0,0,15013,0,0,2,2,1,7237277,7493706,1,263225,1,10,2233,2,0,0
Prächtiger Lichtholztisch,0,0,0,15059,0,0,3,1,1,6005266,7494541,3,263228,1,10,2234,2,0,0
Verzierter Lichtholztisch,0,0,0,15060,0,0,3,1,1,6005268,7494545,1,263229,1,10,2235,2,0,0
Bücherregal des Magisters,0,0,0,15061,0,0,3,1,1,6050875,7494533,3,263230,1,10,2236,2,0,0
Kuriositätenregal aus Silbermond,0,0,0,15062,0,0,2,1,1,6050876,7494537,3,263231,1,10,2237,2,0,0
Schwebendes Turmregal,0,0,0,15063,0,0,3,1,1,6050883,7494521,3,263232,1,10,2238,2,0,0
Drehende Bibliothek der Sin'dorei,0,0,0,15064,0,0,3,1,1,6050885,7494525,3,263233,1,10,2239,2,0,0
Drehendes Archiv aus Silbermond,0,0,0,15065,0,0,3,1,1,6050886,7494529,3,263234,1,10,2240,2,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Storage_Gourd02.m2,0,0,0,15066,0,0,131,3,1,6654766,7443267,5,263235,1,0,2241,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Structure_LargeTent01.m2,0,0,0,15067,0,0,129,1,1,6654768,7448841,5,263236,1,0,2242,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Storage_Gourd03.m2,0,0,0,15068,0,0,131,3,1,6684002,7443271,5,263237,1,0,2243,0,0,0
Langer Schwarzschauertisch,0,0,0,15069,0,0,3,1,1,7296096,7494517,5,263238,1,10,2244,2,0,0
